#,song_id,echonest_id,date,title,artist,rank,exrank,peak,weeksOn,writer,producer,promotion,tempo,key,loudness,duration,energy,danceability,mode,year
2476,91220,SOUVRMI12A8C140FDF,10/13/2007,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,13,6,5,8,"C.J.Jackson, Jr.,T.V.Mosley,F.N.Hills,J.Timberlake","Timbaland,Danja",Shady/Aftermath,93.307,1,-4.94,248.42404,0.467668473,0.522308595,0,2007
19259,49927,SOUVWYQ12AF72A890A,4/25/1992,Just Another Day,Jon Secada,87,99,5,37,"J.Secada,M.A.Morejon","E.Estefan Jr.,J.Casas,C.Ostwald",EMI,116.131,7,-8.976,354.55955,0.411304313,0.457769155,1,1992
32294,41326,SOUYQZL12AB0186041,1/7/1995,Strong Enough,Sheryl Crow,73,81,5,26,"S.Crow,B.Bottrell,D.Baerwald,K.Gilbert,D.Ricketts,B.Macleod",B.Bottrell,A&M,151.226,2,-14.706,227.26485,0.246926213,0.35629981,1,1995
9477,132316,SOVIKGZ12AF72A4B2D,11/22/1980,Every Woman In The World,Air Supply,24,0,5,22,,,,151.013,9,-7.201,221.20444,0.564494355,0.38804325,1,1980
23992,29324,SOVLRHK12A58A7A637,5/23/1960,Mule Skinner Blues,The Fendermen,80,0,5,18,,,n/a,127.819,4,-12.571,142.07955,0.582674234,0.452139799,1,1960
40977,45724,SOVNHYY12A8C140EFE,9/10/1994,You Gotta Be,Des ree,87,90,5,44,"Des ree,A.Ingram","A.Ingram,Des ree",550 Music,88.304,9,-10.538,285.64853,0.154923675,0.468268755,0,1994
2636,3407,SOVPNPV12AF72A5232,9/27/1969,Baby It's You,Smith,50,0,5,15,,,n/a,95.309,6,-11.497,175.3073,0.563527347,0.625185201,0,1969
26569,29096,SOVRUQF12C0DDBC81A,4/18/1960,Paper Roses,Anita Bryant,89,0,5,17,,,n/a,70.643,7,-19.412,166.1122,0.306319647,0.183855132,1,1960
1473,115959,SOVXMHW12A6D4F7112,4/12/1986,All I Need Is A Miracle,Mike ,37,45,5,19,"M.Rutherford,C.Neil",C.Neil,Atlantic,90.073,0,-7.65,249.75628,0.789772408,0.552082639,1,1986
10055,38395,SOWCCOO12AF729CE7E,11/15/1997,Feel So Good,Mase,12,14,5,20,"R.E.Bell,R.Bell,G.Brown,R.Mickens,C.Smith,D.Thomas,R.Westfield,L.Dermer","D.Angelettie,S.Combs",Arista,105.236,1,-8.572,203.7024,0.745662967,0.769701509,1,1997
2800,71819,SOWEZWP12A6D4F98EB,9/21/1974,Back Home Again,John Denver,70,0,5,16,,,,119.535,4,-12.953,285.09995,0.23994829,0.540971409,1,1974
21628,32814,SOWGITU12B55270DCA,9/11/1999,Lost In You,Garth Brooks as Chris Gaines,5,0,5,10,"G.Kennedy,W.Kirkpatrick,T.Sims",D.Was,Capitol,89.94,2,-17.902,182.90893,0.142825169,0.837304282,0,1999
6742,127030,SOWKFHD12A8C131320,9/17/1983,Cum On Feel The Noize,Quiet Riot,92,0,5,21,,,5,145.992,11,-11.504,287.79057,0.892903182,0.409599058,0,1983
39261,61046,SOWLHSL12A8C141BCA,8/5/1978,"Whenever I Call You ""Friend""",Kenny Loggins,80,0,5,20,,,,129.681,0,-12.957,237.81832,0.504329827,0.673482942,1,1978
12671,65418,SOWONAT12AB018AE47,4/3/1976,Happy Days,Pratt & McClain,89,0,5,14,,,,94.405,5,-6.539,160.96608,0.682261977,0.504752749,1,1976
40630,67422,SOWRDHY12A6D4F77EC,1/11/1975,You Are So Beautiful,Joe Cocker,85,0,5,17,,,,60.119,1,-11.498,163.73506,0.066651447,0.56243917,1,1975
14157,90354,SOWWNDT12A8AE49A4C,6/16/2007,Home,Daughtry,7,5,5,14,C.Daughtry,H.Benson,RCA,144.047,6,-4.313,255.76444,0.552616479,0.477801682,1,2007
18025,99908,SOWWXPQ12A58A7A415,2/9/2002,In The End,Linkin Park,5,7,5,15,Linkin Park,D.Gilmore,,105.18,3,-6.96,216.99873,0.688463298,0.548032376,0,2002
18795,17028,SOXAJPS12A6310DF14,8/14/1965,It's The Same Old Song,Four Tops,7,0,5,9,,,n/a,84.264,2,-2.648,166.29506,0.634701112,0.61450909,0,1965
18497,77273,SOXCPUA12AF729C555,10/21/1972,It Never Rains In Southern California,Albert Hammond,65,0,5,16,,,,116.98,9,-6.78,229.0673,0.555775045,0.588902251,1,1972
14918,42484,SOXENVP12A58A7DA71,6/17/1995,I Can Love You Like That,All-4-One,27,0,5,29,"S.Diamond,M.Derry,J.Kimball",D.Foster,Atlantic,91.004,8,-5.686,258.0371,0.432524171,0.627618054,1,1995
9080,17829,SOXJOHZ12A58A7D47E,12/11/1965,Ebb Tide,The Righteous Brothers,21,0,5,9,,,n/a,85.531,6,-11.84,169.32526,0.349231254,0.211732923,0,1965
16674,110186,SOXJZPH12A8C14103C,1/16/1988,I Want Her,Keith Sweat,77,0,5,20,"K.Sweat,T.Riley",K.Sweat,EEG,107.676,11,-6.648,281.7824,0.755171873,0.592240255,0,1988
5713,89285,SOXKGJN12AC4688D16,1/13/2007,Chasing Cars,Snow Patrol,18,17,5,33,"G.Lightbody,N.Connolly,P.Wilson,J.Quinn,T.Simpson",J.Lee,Polydor/A&M,106.025,9,-7.814,260.28363,0.231822471,0.553167111,1,2007
22065,123080,SOXRNKR12A8C13B1CB,3/17/1984,Love Somebody,Rick Springfield,39,49,5,0,,,,138.857,9,-7.242,214.90893,0.708622885,0.571022553,1,1984
21777,109194,SOXUSBJ12AB0189F96,9/9/1989,Love In An Elevator,Aerosmith,46,56,5,16,"S.Tyler,J.Perry",B.Fairbairn,Geffen,187.764,4,-5.404,355.7873,0.712341148,0.172361998,1,1989
2143,78292,SOXVZCS12A8C139AEB,3/13/1971,Another Day,Paul McCartney,36,0,5,12,,,,121.662,7,-16.193,222.17098,0.35019212,0.702052941,1,1971
29721,54772,SOXZNCH12A58A78406,3/10/1990,Sending All My Love,Linear,59,67,5,27,"T.Katas,C.Pennachio",T.Katas,Atlantic,104.878,2,-12.854,234.13506,0.513548789,0.770518113,1,1990
3679,113386,SOYAVZL12AF729E42A,4/11/1987,Big Love,Fleetwood Mac,38,44,5,16,L.Buckingham,"L.Buckingham,R.Dashut",Warner Bros.,78.44,1,-10.428,186.22649,0.618535272,0.278164129,0,1987
32474,15137,SOYEODA12A8C139620,12/3/1966,Sugar Town,Nancy Sinatra,44,0,5,13,,,n/a,108.181,7,-12.985,146.46812,0.469694823,0.714684445,1,1966
38816,115513,SOYFDRW12C0DD04F27,2/8/1986,What You Need,INXS,48,60,5,20,"A.Farriss,M.Hutchence",C.Thomas,Atlantic,103.978,11,-16.641,308.89751,0.889464288,0.281414344,1,1986
27796,131795,SOYHMQW12A6D4FB164,9/13/1980,Real Love,The Doobie Brothers,28,0,5,16,,,,118.129,5,-9.847,259.34322,0.521208619,0.749287976,1,1980
35940,95261,SOYJCRT12AF72A564A,4/24/2004,This Love,Maroon5,5,6,5,11,"A.Levine,J.Carmichael",M.Wallace,RMG,100.026,6,-8.977,245.21098,0.231566164,0.573004559,1,2004
1647,51820,SOYNLXU12A6701E06B,1/19/1991,All This Time,Sting,66,0,5,15,Not Listed,"H.Padgham,Sting",A,126.927,2,-8.541,295.52281,0.461584775,0.679755926,1,1991
32455,85202,SOYNWMZ12AC468828C,6/20/2009,Sugar,Flo Rida Featuring Wynter,17,15,5,12,"T.Dillard,M.Humphrey,H.Simmons,K.Roberson,C.Battey,S.Battey,M.Lobina,G.Randone,M.Gabutti,M.Caren",DJ Montay,Poe Boy,129.103,1,-5.587,226.61179,0.439271904,0.677249329,1,2009
23693,66615,SOYPYOT12A8AE47DEF,9/18/1976,More Than A Feeling,Boston,86,0,5,19,,,,109.075,2,-9.957,208.79628,0.460183196,0.420534469,1,1976
19227,92781,SOYQRNZ12AF72A508C,5/14/2005,Just A Lil Bit,50 Cent,5,14,5,8,"C.J.Jackson, Jr.,S.Storch",S.Storch,Interscope,48.428,7,-8.996,6.47791,0.619969391,0.679794652,1,2005
24644,86484,SOYSHUG12C106CA02C,12/12/2009,Need You Now,Lady Antebellum,17,14,5,16,"D.Haywood,C.Kelley,H.Scott,J.Kear","P.Worley,Lady Antebellum",Capitol Nashville,120.038,1,-17.98,201.40363,0.52206192,0.524355743,0,2009
14081,20497,SOZFVQK12C561C4285,12/19/1964,Hold What You've Got,Joe Tex,75,0,5,11,,,n/a,100.897,7,-19.329,188.29016,0.323721318,0.446224303,1,1964
13878,7625,SOZLQDE12A58A81341,5/13/1967,Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,21,0,5,9,,,n/a,196.492,3,-9.51,170.00444,0.65768424,0.281510986,1,1967
37044,104495,SOZNCRO12A6701E6E9,11/24/2001,Turn Off The Light,Nelly Furtado,6,6,5,15,N.Furtado,"G.Eaton,B.West,N.Furtado",DreamWorks,91.86,9,-5.138,228.93669,0.472775654,0.834190984,0,2001
30173,23811,SOZOCWI12A6D4F4195,3/31/1962,She Cried,Jay & The Americans,53,0,5,14,,,n/a,99.827,10,-16.004,174.36689,0.455144502,0.433459799,0,1962
30337,24712,SOZPCBV12AF729D74C,8/4/1962,She's Not You,Elvis Presley,57,0,5,10,,,n/a,115.299,5,-15.36,129.33179,0.417115824,0.622148495,1,1962
13532,127417,SOZYHLI12A8C13B913,1/2/1982,Here I Am (Just When I Thought I Was Over You),Air Supply,22,0,5,20,,,,69.911,0,-8.754,227.76118,0.262466629,0.431255596,1,1982
37075,416,SOAAYGH12AB017E3BE,3/1/1969,Twenty-Five Miles,Edwin Starr,66,0,6,14,,,n/a,126.472,4,-7.89,194.7424,0.779267314,0.792218213,1,1969
40299,117075,SOABGKD12A58A785EC,9/13/1986,Word Up,Cameo,81,0,6,21,"L.Blackmon,T.Jenkins",L.Blackmon,PolyGram,116.083,2,-7.576,356.41424,0.928332808,0.873237187,1,1986
3450,93012,SOABSUG12AB01836BD,6/18/2005,Behind These Hazel Eyes,Kelly Clarkson,6,6,6,9,"K.Clarkson,M.Sandberg,L.Gottwald","M.Martin,L.Gottwald",RMG,100.031,1,-14.55,178.20689,0.382583067,0.452578301,0,2005
23217,70328,SOACQCF12A58A7C01D,2/23/1974,Midnight At The Oasis,Maria Muldaur,97,0,6,24,,,,97.997,1,-12.908,215.69261,0.377746989,0.64189069,1,1974
15246,108676,SOADZVR12AF72A2B47,6/24/1989,I Drove All Night,Cyndi Lauper,12,13,6,15,"B.Steinberg,T.Kelly","C.Lauper,L.Petze",Epic,131.09,8,-10.859,251.58485,0.719588143,0.703807402,1,1989
28834,30905,SOAEPTM12AB0187101,12/26/1960,Rubber Ball,Bobby Vee,16,0,6,14,,,n/a,96.048,9,-9.32,137.35138,0.668346906,0.586827551,1,1960
32342,73005,SOAEZPK12AB018CDF1,3/10/1973,Stuck In The Middle With You,Stealers Wheel,74,0,6,18,,,,124.478,7,-3.257,202.94485,0.44826911,0.746584222,1,1973
2427,45790,SOAINDX12B3A14263A,9/17/1994,At Your Best (You Are Love),Aaliyah,13,21,6,20,"E.Isley,M.Isley,O.Isley,R.Isley,C.Jasper",R.Kelly,Jive,156.024,4,-20.596,184.99873,0.575243696,0.662403422,0,1994
11724,50333,SOAJFUB12C0DD05726,6/20/1992,Giving Him Something He Can Feel,En Vogue,51,87,6,24,C.Mayfield,"T.McElroy,D.Foster",EEG,97.576,0,-17.161,284.18567,0.584466335,0.436368508,1,1992
35573,22187,SOAJKAH12A8C13EB74,8/17/1963,Then He Kissed Me,The Crystals,71,0,6,12,,,n/a,134.265,4,-5.066,156.08118,0.501853663,0.615178383,1,1963
9462,36324,SOAKQGD12C0DD02C43,2/1/1997,Every Time I Close My Eyes,Babyface,19,0,6,26,Babyface,Babyface,Epic,144.278,5,-16.549,277.81179,0.56367612,0.719709365,1,1997
29643,108482,SOAKUHS12A6D4FB1CE,5/27/1989,Secret Rendezvous,Karyn White,83,0,6,21,"L.A.Reid,Babyface,D.Simmons","L.A.Reid,Babyface",Warner Bros.,111.694,5,-12.498,337.47546,0.73226283,0.775097158,0,1989
12668,28050,SOALFSU12AB0180919,11/20/1961,"Happy Birthday, Sweet Sixteen",Neil Sedaka,45,0,6,14,,,n/a,160.213,1,-8.388,159.37261,0.603111839,0.551590481,1,1961
11890,20180,SOALGQN12AAF3B213E,11/7/1964,Goin' Out Of My Head,Little Anthony & The Imperials,75,0,6,14,,,n/a,104.994,1,-6.341,332.38159,0.427605785,0.771257705,1,1964
30910,5448,SOALJEW12AF72A29BE,7/13/1968,Slip Away,Clarence Carter,97,0,6,16,,,n/a,117.204,8,-11.126,152.89424,0.45641924,0.723987647,0,1968
14941,17676,SOALOEW12A58A7AE93,11/13/1965,I Can Never Go Home Anymore,The Shangri-Las,51,0,6,11,,,n/a,94.834,6,-8.114,195.86567,0.514363222,0.516356204,1,1965
31190,28402,SOALWCY12AF72A3517,1/11/1960,So Many Ways,Brook Benton,32,0,6,16,,,n/a,116.839,10,-13.91,150.80444,0.279246185,0.591580269,1,1960
26687,24962,SOANAVK12B34F26602,9/8/1962,Patches,Dickey Lee,20,0,6,14,,,n/a,90.981,9,-9.804,180.08771,0.386702791,0.283716205,1,1962
2371,42506,SOANBVV12C106CA380,6/17/1995,As I Lay Me Down,Sophie B. Hawkins,98,96,6,44,S.B.Hawkins,S.Lipson,Columbia,167.157,10,-18.746,201.97832,0.581066656,0.643730785,1,1995
37946,18779,SOANLCX12AAF3B125A,4/25/1964,Walk On By,Dionne Warwick,85,0,6,13,,,n/a,103.174,6,-10.338,141.60934,0.407360576,0.708249616,1,1964
35578,6756,SOATFKP12AF72A563C,1/14/1967,Then You Can Tell Me Goodbye,The Casinos,94,0,6,13,,,n/a,95.837,9,-4.948,177.81506,0.319903586,0.173793277,1,1967
17044,2957,SOAWKET12A58A7D832,7/26/1969,I'll Never Fall In Love Again,Tom Jones,86,0,6,16,,,n/a,149.938,4,-12.049,249.70404,0.361094668,0.360109114,1,1969
2671,25850,SOAWREG12B3A1BC472,1/16/1961,Baby Sittin' Boogie,Buzz Clifford,77,0,6,14,,,n/a,94.128,6,-16.765,123.79383,0.778564959,0.561608634,1,1961
38827,33840,SOAWTPQ12A67ADEA2D,2/7/1998,What You Want,Mase Featuring Total,24,35,6,24,"M.Betha,K.Spivey,N.Myrick,S.Combs,C.Mayfield",N.Myrick,Arista,93.869,3,-6.349,271.28118,0.84040413,0.844327985,0,1998
38389,28409,SOAXTOD12A58A79E1C,1/11/1960,We Got Love,Bobby Rydell,18,0,6,17,,,n/a,129.543,7,-9.24,143.46404,0.624234704,0.739775601,1,1960
14706,14204,SOAXVCI12AF729F876,7/23/1966,Hungry,Paul Revere & The Raiders,7,0,6,11,,,n/a,130.32,10,-15.089,212.27057,0.490743773,0.563229161,1,1966
8896,22852,SOAZBYN12A8C13374D,11/16/1963,Drip Drop,Dion,73,0,6,11,,,n/a,124.069,2,-14.54,155.37587,0.718962186,0.584105133,1,1963
18816,25645,SOBBKKX12AF72A93D9,12/15/1962,It's Up To You,Ricky Nelson,58,0,6,12,,,n/a,123.831,2,-8.835,167.41832,0.496955837,0.639737679,1,1962
35666,778,SOBBLDF12AB0185351,4/19/1969,These Eyes,The Guess Who,61,0,6,14,,,n/a,99.403,2,-11.75,219.84608,0.429300257,0.455461347,0,1969
3967,105041,SOBCNJU12A8C13F270,1/29/2000,Blue (Da Ba Dee),Eiffel 65,6,9,6,20,"Lobina,Randone,Gabutti","Ponte,Lobina",Universal,128.01,8,-5.481,219.27138,0.884294834,0.757766131,1,2000
39588,119202,SOBEYNP12A58A79D8C,7/13/1985,Who s Holding Donna Now,Debarge,21,31,6,19,"D.Foster,J.Graydon,R.Goodrum",J.Graydon,Motown,89.973,8,-5.319,268.72118,0.384737086,0.630000755,1,1985
4429,49127,SOBHVJA12A8C134509,1/4/1992,Breakin My Heart (Pretty Brown Eyes),Mint Condition,94,0,6,24,"L.Waddell,Stokley,J.Allen","J.Johnson,Mint Condition",A,131.411,0,-11.452,371.85261,0.675513506,0.337275033,1,1992
31731,24399,SOBIHSL12AAF3B150E,6/23/1962,Speedy Gonzales,Pat Boone,57,0,6,13,,,n/a,148.016,9,-14.678,154.27873,0.644617451,0.614237764,1,1962
8396,18381,SOBJJFZ12A58A791E4,2/29/1964,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,90,0,6,14,,,n/a,129.946,2,-9.586,163.73506,0.45850334,0.677709107,1,1964
3155,22770,SOBJZMZ12B0B80B03F,11/2/1963,Be True To Your School,The Beach Boys,83,0,6,12,,,n/a,138.393,7,-10.884,126.17098,0.488533217,0.460814721,0,1963
27314,90268,SOBKZSK12AB017FBA2,6/2/2007,"Pop, Lock & Drop It",Huey,6,7,6,13,"L.Franks, Jr.,D.Smith",Tha Bakery,HiTz Committee/Jive,69.939,2,-8.531,263.31383,0.489405724,0.576403818,1,2007
33628,49862,SOBPYNB12AF72A7DAE,4/11/1992,Tennessee,Arrested Development,83,0,6,22,Arrested Development,Speech,EMI,99.931,3,-10.048,272.84853,0.769848049,0.82012689,0,1992
15196,38340,SOBQMWE12AF729F685,11/8/1997,I Don't Ever Want To See You Again,Uncle Sam,76,0,6,28,N.Morris,N.Morris,Epic,56.296,11,-7.408,345.20771,0.476648716,0.305490574,1,1997
2948,106522,SOBQUNN12A6701DD71,8/26/2000,Bag Lady,Erykah Badu,53,67,6,9,"I.Hayes,A.Young,B.Bailey,C.Longmiles,B.Brown,N.Hale,E.Badu","E.Badu,Tone The Backbone",Universal,112.459,1,-8.445,248.86812,0.496684459,0.792479474,1,2000
1660,112324,SOBQXBG12AF729F9BA,11/19/1988,All This Time,Tiffany,62,81,6,21,"T.James,S.McClintock",G.E.Tobin,MCA,90.088,1,-10.116,263.65342,0.394355342,0.598312081,1,1988
6907,68808,SOBUCMZ12A58A780E4,7/26/1975,Dance With Me,Orleans,78,0,6,18,,,,128.495,2,-10.686,254.79791,0.395138833,0.592917208,1,1975
18615,126664,SOBWJMG12AF72A6CBB,7/23/1983,It's A Mistake,Men At Work,20,0,6,15,,,6,106.374,11,-6.481,271.64689,0.484793052,0.714257727,0,1983
32049,129117,SOBXKKL12AB017FE40,8/28/1982,Steppin' Out,Joe Jackson,81,0,6,27,,,,159.663,11,-7.25,261.79873,0.341985719,0.630464054,1,1982
32547,76956,SOBYSYX12A8C14117D,9/9/1972,Summer Breeze,Seals & Crofts,88,0,6,18,,,,176.81,2,-14.954,205.87057,0.409474527,0.320152552,0,1972
27205,84463,SOBYTYQ12AB017C4A6,3/7/2009,Poker Face,Lady GaGa,6,10,6,10,"S.Germanotta,N.Khayat",RedOne,Streamline/KonLive/Cherrytree,127.981,6,-8.709,493.11302,0.637323412,0.82667117,0,2009
5776,14620,SOBZIVG12A8C133182,9/17/1966,"Cherry, Cherry",Neil Diamond,24,0,6,12,,,n/a,167.231,9,-10.521,174.28853,0.710036332,0.477654415,1,1966
38076,29599,SOCCZIF12A6D4F6033,6/27/1960,Walking To New Orleans,Fats Domino,46,0,6,14,,,n/a,121.191,1,-13.207,121.86077,0.294132155,0.650931139,1,1960
10113,15747,SOCHTCN12AB01855EF,2/20/1965,Ferry Cross The Mersey,Gerry & The Pacemakers,21,0,6,11,,,n/a,107.134,6,-15.424,142.23628,0.465804596,0.284661842,0,1965
33591,53947,SOCKRBF12A58A7D585,11/9/1991,Tell Me What You Want Me To Do,Tevin Campbell,93,0,6,25,"N.M.Walden,T.Campbell,S.Dakota",N.M.Walden,Warner Bros.,85.28,6,-8.816,256.13016,0.439532304,0.519811673,1,1991
8614,114656,SOCLZSC12AF72A05BB,10/10/1987,Don't You Want Me,Jody Watley,71,80,6,23,"F.Golde,D.P.Bryant,J.Watley",B.Edwards,MCA,111.959,9,-11.769,253.75302,0.87239398,0.85123274,0,1987
29453,115139,SOCMHPZ12A58A78EE4,12/12/1987,Say You Will,Foreigner,49,59,6,19,"M.Jones,L.Gramm","M.Jones,F.Filipetti",Atlantic,126.042,3,-5.013,255.60771,0.537698557,0.659363199,0,1987
16093,118213,SOCNPTC12A8C144911,2/23/1985,I m On Fire,Bruce Springsteen,48,54,6,20,B.Springsteen,"B.Springsteen,J.Landau,C.Plotkin,S.Van Zandt",Columbia,176.478,1,-22.278,154.3571,0.56357196,0.426557672,0,1985
28858,1343,SOCODYN12AB01886E2,7/5/1969,"Ruby, Don't Take Your Love To Town",Kenny Rogers,37,0,6,13,,,n/a,212.127,0,-9.784,171.54567,0.618458129,0.606390218,1,1969
15273,63732,SOCONZS12A6D4F7E03,8/13/1977,I Feel Love,Donna Summer,64,0,6,23,,,,128.073,7,-15.918,494.47138,0.58812193,0.676725557,1,1977
21355,58325,SOCPDPQ12AB01885AD,7/21/1979,Lonesome Loser,Little River Band,63,0,6,18,,,,118.315,11,-5.782,348.60363,0.68624434,0.490188243,1,1979
6730,17883,SOCQYOD12AF72AA54C,12/18/1965,Crying Time,Ray Charles,79,0,6,15,,,n/a,101.354,1,-18.264,177.42322,0.341759181,0.37689108,1,1965
23853,50321,SOCRDLF12A58A7D013,6/20/1992,Move This,Technotronic Featuring Ya Kid K,57,91,6,20,"M.Kamosi,J.Bogaert",J.Bogaert,EMI,80.461,10,-11.639,323.26485,0.747935719,0.721592073,1,1992
36175,35233,SOCVEXF12A8C1337FF,8/29/1998,Time After Time,Inoj,14,16,6,16,"C.Lauper,R. Hyman",C.Roane,Columbia,131.673,9,-8.326,340.16608,0.528773956,0.831314785,0,1998
11752,18541,SOCWQLM12C0DDBD401,3/21/1964,Glad All Over,The Dave Clark Five,15,0,6,14,,,n/a,138.029,2,-17.174,163.00363,0.832071563,0.507948699,1,1964
41020,40203,SODAOOE12B3A13FEAC,7/27/1996,You Learn/You Oughta Know,Alanis Morissette,6,0,6,30,"A.Morissette,G.Ballard",G.Ballard,Reprise,99.422,11,-19.837,219.01016,0.44706999,0.548527912,1,1996
14236,14844,SODARVA12AF72A495E,10/22/1966,Hooray For Hazel,Tommy Roe,11,0,6,13,,,n/a,111.58,2,-18.361,147.80036,0.356059462,0.707357315,1,1966
36032,69090,SODBADT12AB01838AA,9/6/1975,This Will Be,Natalie Cole,72,0,6,17,,,,128.806,1,-9.394,165.27628,0.732042877,0.656232533,0,1975
40196,24276,SODCJML12A58A780BC,6/9/1962,Wolverton Mountain,Claude King,51,0,6,16,,,n/a,161.024,10,-16.366,168.46322,0.49969521,0.606762936,1,1962
35318,90570,SODCLQR12A67AE110D,7/14/2007,The Way I Are,Timbaland Featuring Keri Hilson,6,18,6,5,"T.V.Mosley,F.N.Hills,K.L.Hilson,B.Muhammad,C.Nelson,J.Maultsby","Timbaland,Danja",Mosley/Blackground,114.729,11,-6.375,170.05669,0.488130246,0.738246278,1,2007
14603,92086,SODHDBK12C0DDBDFDE,2/5/2005,How We Do,The Game Featuring 50 Cent,6,6,6,11,"C.Jackson,J.Taylor,A.Young,M.Elizondo","Dr. Dre,M.Elizando",Interscope,98.1,11,-18.09,206.18404,0.607010109,0.765708862,1,2005
9955,126127,SODKADF12A8C133D4F,5/14/1983,Family Man,Daryl Hall & John Oates,26,0,6,16,,,6,131.36,2,-9.147,205.45261,0.706172408,0.783810998,0,1983
7352,29867,SODKLRP12A6D4FAE7E,8/8/1960,Devil Or Angel,Bobby Vee,97,0,6,19,,,n/a,112.855,5,-14.06,141.45261,0.26122411,0.382146456,1,1960
36204,20067,SODLKUO12A8C13CA35,10/17/1964,Time Is On My Side,The Rolling Stones,80,0,6,13,,,n/a,107.383,4,-7.221,172.85179,0.837982334,0.412118548,1,1964
20229,119844,SODMARX12A8C1374AE,10/12/1985,Lay Your Hands On Me,Thompson Twins,30,34,6,20,"T.Bailey,A.Currie,J.Leeway","A.Sadkin,N.Rodgers,T.Bailey",Arista,102.815,7,-8.255,244.08771,0.732364477,0.748810956,1,1985
13470,54291,SODNMAH12A8C13C287,1/6/1990,Here And Now,Luther Vandross,69,69,6,27,"T.Steele,D.L.Elliott","L.Vandross,M.Miller",Epic,70.102,7,-9.717,461.03465,0.381530786,0.35274518,1,1990
40669,60237,SODOFVF12A8C1389C0,4/15/1978,You Belong To Me,Carly Simon,89,0,6,18,,,,109.58,1,-9.375,230.76526,0.6001391,0.63851661,1,1978
20823,50145,SODOLKD12A6D4F601A,5/23/1992,Life Is A Highway,Tom Cochrane,61,83,6,26,T.Cochrane,J.Hardy,Capitol,206.052,5,-9.215,263.00036,0.794634158,0.561867285,1,1992
22776,17452,SODRHBH12AF72A280D,10/16/1965,Make The World Go Away,Eddy Arnold,82,0,6,14,,,n/a,103.457,1,-13.494,158.24934,0.283770484,0.285885642,1,1965
2210,71462,SODSETW12A6D4F8849,8/3/1974,Another Saturday Night,Cat Stevens,100,0,6,14,,,,140.004,5,-7.366,151.09179,0.821439377,0.739579339,1,1974
14137,3661,SODSHLO12AB01882C5,11/1/1969,Holly Holy,Neil Diamond,71,0,6,14,,,n/a,89.657,9,-13.322,348.42077,0.475212826,0.418937807,1,1969
30507,23769,SODSLKL12AB017E482,3/24/1962,Shout - Part I,Joey Dee,68,0,6,12,,,n/a,167.967,1,-11.258,156.31628,0.952309833,0.296141334,1,1962
33494,15491,SODSRCW12C106D2CA5,1/16/1965,Tell Her No,The Zombies,66,0,6,11,,,n/a,91.133,6,-18.335,125.3873,0.504776782,0.739246918,0,1965
3130,43546,SODTJQD12B3A16862D,11/11/1995,Be My Lover,La Bouche,85,0,6,38,"G.A.Saraf,A.Brenner,M.Thornton,L.McCray","A.Brenner,G.A.Saraf",RCA,138.963,9,-17.363,243.61751,0.46785864,0.752108155,1,1995
40018,19290,SODTKHY12A6D4F9722,7/4/1964,Wishin' And Hopin',Dusty Springfield,44,0,6,13,,,n/a,108.2,11,-8.911,176.40444,0.508954244,0.628722097,1,1964
20011,14294,SODUTLG12A8C142B83,8/6/1966,Land Of 1000 Dances,Wilson Pickett,43,0,6,11,,,n/a,86.958,2,-7.916,145.99791,0.653831481,0.610059098,1,1966
23967,51627,SODVPJT12A8C13E903,12/19/1992,Mr. Wendal,Arrested Development,53,0,6,24,Arrested Development,Speech,EMI,110.124,1,-14.021,301.87057,0.735879244,0.783010194,1,1992
5112,115104,SODXFGL12A58A7F2AA,12/12/1987,Can t Stay Away From You,Gloria Estefan ,56,68,6,23,G.M.Estefan,Emilio And The Jerks,Epic,77.9,2,-15.87,237.06077,0.299122111,0.610576384,1,1987
22191,116367,SODYERO12AF729DD94,6/7/1986,"Love Touch (Theme From ""Legal Eagles"")",Rod Stewart,46,54,6,18,"M.Chapman,H.Knight,G.Black",M.Chapman,Warner Bros.,89.589,1,-13.202,244.00934,0.676601705,0.594012693,0,1986
35847,40887,SODYHOF12A8C1365BE,11/2/1996,This Is For The Lover In You,"Babyface Feat. LL Cool J, Howard Hewett, Jody Watley & Jef",8,8,6,20,"H.Hewett,D.Meyers",Babyface,Epic,94.498,5,-7.676,326.05995,0.491937599,0.903760205,0,1996
38046,67733,SODZDII12A58A7908D,2/22/1975,Walking In Rhythm,The Blackbyrds,66,0,6,17,,,,112.985,10,-12.602,253.70077,0.57607402,0.665588302,0,1975
28629,110373,SODZOTZ12A6D4F9668,2/13/1988,Rocket 2 U,The Jets,40,50,6,22,B.Nunn,B.Nunn,MCA,119.82,7,-7.26,258.16771,0.635170753,0.889894969,1,1988
39694,68236,SOEBGKF12A6D4FADB1,5/3/1975,Why Can't We Be Friends?,War,82,0,6,20,,,,92.803,10,-5.631,228.38812,0.666827031,0.761096995,1,1975
41447,8276,SOECKGX12AF729DA1D,8/12/1967,You're My Everything,The Temptations,35,0,6,12,,,n/a,97.119,0,-7.561,176.16934,0.384172541,0.571998735,1,1967
